contest,href,index,problem_name,score
weekly-166,/contest/weekly-contest-166/problems/group-the-people-given-the-group-size-they-belong-to,1,Group the People Given the Group Size They Belong To,4
weekly-166,/contest/weekly-contest-166/problems/find-the-smallest-divisor-given-a-threshold,2,Find the Smallest Divisor Given a Threshold,5
weekly-166,/contest/weekly-contest-166/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,3,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,6
weekly-167,/contest/weekly-contest-167/problems/convert-binary-number-in-a-linked-list-to-integer,0,Convert Binary Number in a Linked List to Integer,3
weekly-167,/contest/weekly-contest-167/problems/sequential-digits,1,Sequential Digits,5
weekly-167,/contest/weekly-contest-167/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,2,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,5
weekly-167,/contest/weekly-contest-167/problems/shortest-path-in-a-grid-with-obstacles-elimination,3,Shortest Path in a Grid with Obstacles Elimination,6
weekly-168,/contest/weekly-contest-168/problems/find-numbers-with-even-number-of-digits,0,Find Numbers with Even Number of Digits,3
weekly-168,/contest/weekly-contest-168/problems/divide-array-in-sets-of-k-consecutive-numbers,1,Divide Array in Sets of K Consecutive Numbers,4
weekly-168,/contest/weekly-contest-168/problems/maximum-number-of-occurrences-of-a-substring,2,Maximum Number of Occurrences of a Substring,6
weekly-168,/contest/weekly-contest-168/problems/maximum-candies-you-can-get-from-boxes,3,Maximum Candies You Can Get from Boxes,7
weekly-169,/contest/weekly-contest-169/problems/find-n-unique-integers-sum-up-to-zero,0,Find N Unique Integers Sum up to Zero,3
weekly-169,/contest/weekly-contest-169/problems/all-elements-in-two-binary-search-trees,1,All Elements in Two Binary Search Trees,4
weekly-169,/contest/weekly-contest-169/problems/jump-game-iii,2,Jump Game III,5
weekly-169,/contest/weekly-contest-169/problems/verbal-arithmetic-puzzle,3,Verbal Arithmetic Puzzle,7
weekly-170,/contest/weekly-contest-170/problems/decrypt-string-from-alphabet-to-integer-mapping,0,Decrypt String from Alphabet to Integer Mapping,3
weekly-170,/contest/weekly-contest-170/problems/xor-queries-of-a-subarray,1,XOR Queries of a Subarray,5
weekly-170,/contest/weekly-contest-170/problems/get-watched-videos-by-your-friends,2,Get Watched Videos by Your Friends,5
weekly-170,/contest/weekly-contest-170/problems/minimum-insertion-steps-to-make-a-string-palindrome,3,Minimum Insertion Steps to Make a String Palindrome,7
weekly-171,/contest/weekly-contest-171/problems/convert-integer-to-the-sum-of-two-no-zero-integers,0,Convert Integer to the Sum of Two No-Zero Integers,3
weekly-171,/contest/weekly-contest-171/problems/minimum-flips-to-make-a-or-b-equal-to-c,1,Minimum Flips to Make a OR b Equal to c,4
weekly-171,/contest/weekly-contest-171/problems/number-of-operations-to-make-network-connected,2,Number of Operations to Make Network Connected,5
weekly-171,/contest/weekly-contest-171/problems/minimum-distance-to-type-a-word-using-two-fingers,3,Minimum Distance to Type a Word Using Two Fingers,7
weekly-172,/contest/weekly-contest-172/problems/maximum-69-number,0,Maximum 69 Number,3
weekly-172,/contest/weekly-contest-172/problems/print-words-vertically,1,Print Words Vertically,4
weekly-172,/contest/weekly-contest-172/problems/delete-leaves-with-a-given-value,2,Delete Leaves With a Given Value,5
weekly-172,/contest/weekly-contest-172/problems/minimum-number-of-taps-to-open-to-water-a-garden,3,Minimum Number of Taps to Open to Water a Garden,6
weekly-173,/contest/weekly-contest-173/problems/remove-palindromic-subsequences,0,Remove Palindromic Subsequences,3
weekly-173,/contest/weekly-contest-173/problems/filter-restaurants-by-vegan-friendly-price-and-distance,1,"Filter Restaurants by Vegan-Friendly, Price and Distance",4
weekly-173,/contest/weekly-contest-173/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,2,Find the City With the Smallest Number of Neighbors at a Threshold Distance,5
weekly-173,/contest/weekly-contest-173/problems/minimum-difficulty-of-a-job-schedule,3,Minimum Difficulty of a Job Schedule,6
weekly-174,/contest/weekly-contest-174/problems/the-k-weakest-rows-in-a-matrix,0,The K Weakest Rows in a Matrix,3
weekly-174,/contest/weekly-contest-174/problems/reduce-array-size-to-the-half,1,Reduce Array Size to The Half,4
weekly-174,/contest/weekly-contest-174/problems/maximum-product-of-splitted-binary-tree,2,Maximum Product of Splitted Binary Tree,5
weekly-174,/contest/weekly-contest-174/problems/jump-game-v,3,Jump Game V,6
weekly-175,/contest/weekly-contest-175/problems/check-if-n-and-its-double-exist,0,Check If N and Its Double Exist,3
weekly-175,/contest/weekly-contest-175/problems/minimum-number-of-steps-to-make-two-strings-anagram,1,Minimum Number of Steps to Make Two Strings Anagram,4
weekly-175,/contest/weekly-contest-175/problems/tweet-counts-per-frequency,2,Tweet Counts Per Frequency,5
weekly-175,/contest/weekly-contest-175/problems/maximum-students-taking-exam,3,Maximum Students Taking Exam,7
weekly-176,/contest/weekly-contest-176/problems/count-negative-numbers-in-a-sorted-matrix,0,Count Negative Numbers in a Sorted Matrix,3
weekly-176,/contest/weekly-contest-176/problems/product-of-the-last-k-numbers,1,Product of the Last K Numbers,5
weekly-176,/contest/weekly-contest-176/problems/maximum-number-of-events-that-can-be-attended,2,Maximum Number of Events That Can Be Attended,5
weekly-176,/contest/weekly-contest-176/problems/construct-target-array-with-multiple-sums,3,Construct Target Array With Multiple Sums,6
weekly-177,/contest/weekly-contest-177/problems/number-of-days-between-two-dates,0,Number of Days Between Two Dates,4
weekly-177,/contest/weekly-contest-177/problems/validate-binary-tree-nodes,1,Validate Binary Tree Nodes,5
weekly-177,/contest/weekly-contest-177/problems/closest-divisors,2,Closest Divisors,5
weekly-177,/contest/weekly-contest-177/problems/largest-multiple-of-three,3,Largest Multiple of Three,6
weekly-178,/contest/weekly-contest-178/problems/how-many-numbers-are-smaller-than-the-current-number,0,How Many Numbers Are Smaller Than the Current Number,3
weekly-178,/contest/weekly-contest-178/problems/rank-teams-by-votes,1,Rank Teams by Votes,4
weekly-178,/contest/weekly-contest-178/problems/linked-list-in-binary-tree,2,Linked List in Binary Tree,5
weekly-178,/contest/weekly-contest-178/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid,3,Minimum Cost to Make at Least One Valid Path in a Grid,7
weekly-179,/contest/weekly-contest-179/problems/generate-a-string-with-characters-that-have-odd-counts,0,Generate a String With Characters That Have Odd Counts,3
weekly-179,/contest/weekly-contest-179/problems/number-of-times-binary-string-is-prefix-aligned,1,Number of Times Binary String Is Prefix-Aligned,4
weekly-179,/contest/weekly-contest-179/problems/time-needed-to-inform-all-employees,2,Time Needed to Inform All Employees,5
weekly-179,/contest/weekly-contest-179/problems/frog-position-after-t-seconds,3,Frog Position After T Seconds,6
weekly-180,/contest/weekly-contest-180/problems/lucky-numbers-in-a-matrix,0,Lucky Numbers in a Matrix,3
weekly-180,/contest/weekly-contest-180/problems/design-a-stack-with-increment-operation,1,Design a Stack With Increment Operation,4
weekly-180,/contest/weekly-contest-180/problems/balance-a-binary-search-tree,2,Balance a Binary Search Tree,4
weekly-180,/contest/weekly-contest-180/problems/maximum-performance-of-a-team,3,Maximum Performance of a Team,6
weekly-181,/contest/weekly-contest-181/problems/create-target-array-in-the-given-order,0,Create Target Array in the Given Order,3
weekly-181,/contest/weekly-contest-181/problems/four-divisors,1,Four Divisors,4
weekly-181,/contest/weekly-contest-181/problems/check-if-there-is-a-valid-path-in-a-grid,2,Check if There is a Valid Path in a Grid,5
weekly-181,/contest/weekly-contest-181/problems/longest-happy-prefix,3,Longest Happy Prefix,6
weekly-182,/contest/weekly-contest-182/problems/find-lucky-integer-in-an-array,0,Find Lucky Integer in an Array,3
weekly-182,/contest/weekly-contest-182/problems/count-number-of-teams,1,Count Number of Teams,4
weekly-182,/contest/weekly-contest-182/problems/design-underground-system,2,Design Underground System,5
weekly-182,/contest/weekly-contest-182/problems/find-all-good-strings,3,Find All Good Strings,8
weekly-183,/contest/weekly-contest-183/problems/minimum-subsequence-in-non-increasing-order,0,Minimum Subsequence in Non-Increasing Order,4
weekly-183,/contest/weekly-contest-183/problems/number-of-steps-to-reduce-a-number-in-binary-representation-to-one,1,Number of Steps to Reduce a Number in Binary Representation to One,4
weekly-183,/contest/weekly-contest-183/problems/longest-happy-string,2,Longest Happy String,6
weekly-183,/contest/weekly-contest-183/problems/stone-game-iii,3,Stone Game III,7
weekly-184,/contest/weekly-contest-184/problems/string-matching-in-an-array,0,String Matching in an Array,3
weekly-184,/contest/weekly-contest-184/problems/queries-on-a-permutation-with-key,1,Queries on a Permutation With Key,4
weekly-184,/contest/weekly-contest-184/problems/html-entity-parser,2,HTML Entity Parser,5
weekly-184,/contest/weekly-contest-184/problems/number-of-ways-to-paint-n-3-grid,3,Number of Ways to Paint N × 3 Grid,7
weekly-185,/contest/weekly-contest-185/problems/reformat-the-string,0,Reformat The String,3
weekly-185,/contest/weekly-contest-185/problems/display-table-of-food-orders-in-a-restaurant,1,Display Table of Food Orders in a Restaurant,4
weekly-185,/contest/weekly-contest-185/problems/minimum-number-of-frogs-croaking,2,Minimum Number of Frogs Croaking,5
weekly-185,/contest/weekly-contest-185/problems/build-array-where-you-can-find-the-maximum-exactly-k-comparisons,3,Build Array Where You Can Find The Maximum Exactly K Comparisons,6
weekly-186,/contest/weekly-contest-186/problems/maximum-score-after-splitting-a-string,0,Maximum Score After Splitting a String,3
weekly-186,/contest/weekly-contest-186/problems/maximum-points-you-can-obtain-from-cards,1,Maximum Points You Can Obtain from Cards,4
weekly-186,/contest/weekly-contest-186/problems/diagonal-traverse-ii,2,Diagonal Traverse II,5
weekly-186,/contest/weekly-contest-186/problems/constrained-subsequence-sum,3,Constrained Subsequence Sum,6
weekly-187,/contest/weekly-contest-187/problems/destination-city,0,Destination City,3
weekly-187,/contest/weekly-contest-187/problems/check-if-all-1s-are-at-least-length-k-places-away,1,Check If All 1's Are at Least Length K Places Away,4
weekly-187,/contest/weekly-contest-187/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,2,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,5
weekly-187,/contest/weekly-contest-187/problems/find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,3,Find the Kth Smallest Sum of a Matrix With Sorted Rows,7
weekly-188,/contest/weekly-contest-188/problems/build-an-array-with-stack-operations,0,Build an Array With Stack Operations,3
weekly-188,/contest/weekly-contest-188/problems/count-triplets-that-can-form-two-arrays-of-equal-xor,1,Count Triplets That Can Form Two Arrays of Equal XOR,4
weekly-188,/contest/weekly-contest-188/problems/minimum-time-to-collect-all-apples-in-a-tree,2,Minimum Time to Collect All Apples in a Tree,5
weekly-188,/contest/weekly-contest-188/problems/number-of-ways-of-cutting-a-pizza,3,Number of Ways of Cutting a Pizza,7
weekly-189,/contest/weekly-contest-189/problems/number-of-students-doing-homework-at-a-given-time,0,Number of Students Doing Homework at a Given Time,3
weekly-189,/contest/weekly-contest-189/problems/rearrange-words-in-a-sentence,1,Rearrange Words in a Sentence,4
weekly-189,/contest/weekly-contest-189/problems/people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list,2,People Whose List of Favorite Companies Is Not a Subset of Another List,5
weekly-189,/contest/weekly-contest-189/problems/maximum-number-of-darts-inside-of-a-circular-dartboard,3,Maximum Number of Darts Inside of a Circular Dartboard,7
weekly-190,/contest/weekly-contest-190/problems/check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,0,Check If a Word Occurs As a Prefix of Any Word in a Sentence,3
weekly-190,/contest/weekly-contest-190/problems/maximum-number-of-vowels-in-a-substring-of-given-length,1,Maximum Number of Vowels in a Substring of Given Length,4
weekly-190,/contest/weekly-contest-190/problems/pseudo-palindromic-paths-in-a-binary-tree,2,Pseudo-Palindromic Paths in a Binary Tree,5
weekly-190,/contest/weekly-contest-190/problems/max-dot-product-of-two-subsequences,3,Max Dot Product of Two Subsequences,6
weekly-191,/contest/weekly-contest-191/problems/maximum-product-of-two-elements-in-an-array,0,Maximum Product of Two Elements in an Array,3
weekly-191,/contest/weekly-contest-191/problems/maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,1,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,4
weekly-191,/contest/weekly-contest-191/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,2,Reorder Routes to Make All Paths Lead to the City Zero,5
weekly-191,/contest/weekly-contest-191/problems/probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,3,Probability of a Two Boxes Having The Same Number of Distinct Balls,7
weekly-192,/contest/weekly-contest-192/problems/shuffle-the-array,0,Shuffle the Array,3
weekly-192,/contest/weekly-contest-192/problems/the-k-strongest-values-in-an-array,1,The k Strongest Values in an Array,4
weekly-192,/contest/weekly-contest-192/problems/design-browser-history,2,Design Browser History,5
weekly-192,/contest/weekly-contest-192/problems/paint-house-iii,3,Paint House III,6
weekly-193,/contest/weekly-contest-193/problems/running-sum-of-1d-array,0,Running Sum of 1d Array,3
weekly-193,/contest/weekly-contest-193/problems/least-number-of-unique-integers-after-k-removals,1,Least Number of Unique Integers after K Removals,4
weekly-193,/contest/weekly-contest-193/problems/minimum-number-of-days-to-make-m-bouquets,2,Minimum Number of Days to Make m Bouquets,5
weekly-193,/contest/weekly-contest-193/problems/kth-ancestor-of-a-tree-node,3,Kth Ancestor of a Tree Node,6
weekly-194,/contest/weekly-contest-194/problems/xor-operation-in-an-array,0,XOR Operation in an Array,3
weekly-194,/contest/weekly-contest-194/problems/making-file-names-unique,1,Making File Names Unique,5
weekly-194,/contest/weekly-contest-194/problems/avoid-flood-in-the-city,2,Avoid Flood in The City,6
weekly-194,/contest/weekly-contest-194/problems/find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree,3,Find Critical and Pseudo-Critical Edges in Minimum Spanning Tree,7
weekly-195,/contest/weekly-contest-195/problems/path-crossing,0,Path Crossing,3
weekly-195,/contest/weekly-contest-195/problems/check-if-array-pairs-are-divisible-by-k,1,Check If Array Pairs Are Divisible by k,4
weekly-195,/contest/weekly-contest-195/problems/number-of-subsequences-that-satisfy-the-given-sum-condition,2,Number of Subsequences That Satisfy the Given Sum Condition,6
weekly-195,/contest/weekly-contest-195/problems/max-value-of-equation,3,Max Value of Equation,7
weekly-196,/contest/weekly-contest-196/problems/can-make-arithmetic-progression-from-sequence,0,Can Make Arithmetic Progression From Sequence,3
weekly-196,/contest/weekly-contest-196/problems/last-moment-before-all-ants-fall-out-of-a-plank,1,Last Moment Before All Ants Fall Out of a Plank,4
weekly-196,/contest/weekly-contest-196/problems/count-submatrices-with-all-ones,2,Count Submatrices With All Ones,5
weekly-196,/contest/weekly-contest-196/problems/minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,3,Minimum Possible Integer After at Most K Adjacent Swaps On Digits,7
weekly-197,/contest/weekly-contest-197/problems/number-of-good-pairs,0,Number of Good Pairs,3
weekly-197,/contest/weekly-contest-197/problems/number-of-substrings-with-only-1s,1,Number of Substrings With Only 1s,4
weekly-197,/contest/weekly-contest-197/problems/path-with-maximum-probability,2,Path with Maximum Probability,5
weekly-197,/contest/weekly-contest-197/problems/best-position-for-a-service-centre,3,Best Position for a Service Centre,7
weekly-198,/contest/weekly-contest-198/problems/water-bottles,0,Water Bottles,3
weekly-198,/contest/weekly-contest-198/problems/number-of-nodes-in-the-sub-tree-with-the-same-label,1,Number of Nodes in the Sub-Tree With the Same Label,5
weekly-198,/contest/weekly-contest-198/problems/maximum-number-of-non-overlapping-substrings,2,Maximum Number of Non-Overlapping Substrings,6
weekly-198,/contest/weekly-contest-198/problems/find-a-value-of-a-mysterious-function-closest-to-target,3,Find a Value of a Mysterious Function Closest to Target,7
weekly-199,/contest/weekly-contest-199/problems/shuffle-string,0,Shuffle String,3
weekly-199,/contest/weekly-contest-199/problems/minimum-suffix-flips,1,Minimum Suffix Flips,4
weekly-199,/contest/weekly-contest-199/problems/number-of-good-leaf-nodes-pairs,2,Number of Good Leaf Nodes Pairs,5
weekly-199,/contest/weekly-contest-199/problems/string-compression-ii,3,String Compression II,8
weekly-200,/contest/weekly-contest-200/problems/count-good-triplets,0,Count Good Triplets,3
weekly-200,/contest/weekly-contest-200/problems/find-the-winner-of-an-array-game,1,Find the Winner of an Array Game,4
weekly-200,/contest/weekly-contest-200/problems/minimum-swaps-to-arrange-a-binary-grid,2,Minimum Swaps to Arrange a Binary Grid,5
weekly-200,/contest/weekly-contest-200/problems/get-the-maximum-score,3,Get the Maximum Score,6
weekly-201,/contest/weekly-contest-201/problems/make-the-string-great,0,Make The String Great,3
weekly-201,/contest/weekly-contest-201/problems/find-kth-bit-in-nth-binary-string,1,Find Kth Bit in Nth Binary String,4
weekly-201,/contest/weekly-contest-201/problems/maximum-number-of-non-overlapping-subarrays-with-sum-equals-target,2,Maximum Number of Non-Overlapping Subarrays With Sum Equals Target,6
weekly-201,/contest/weekly-contest-201/problems/minimum-cost-to-cut-a-stick,3,Minimum Cost to Cut a Stick,7
weekly-202,/contest/weekly-contest-202/problems/three-consecutive-odds,0,Three Consecutive Odds,3
weekly-202,/contest/weekly-contest-202/problems/minimum-operations-to-make-array-equal,1,Minimum Operations to Make Array Equal,4
weekly-202,/contest/weekly-contest-202/problems/magnetic-force-between-two-balls,2,Magnetic Force Between Two Balls,5
weekly-202,/contest/weekly-contest-202/problems/minimum-number-of-days-to-eat-n-oranges,3,Minimum Number of Days to Eat N Oranges,6
weekly-203,/contest/weekly-contest-203/problems/most-visited-sector-in-a-circular-track,0,Most Visited Sector in  a Circular Track,3
weekly-203,/contest/weekly-contest-203/problems/maximum-number-of-coins-you-can-get,1,Maximum Number of Coins You Can Get,4
weekly-203,/contest/weekly-contest-203/problems/find-latest-group-of-size-m,2,Find Latest Group of Size M,6
weekly-203,/contest/weekly-contest-203/problems/stone-game-v,3,Stone Game V,7
weekly-204,/contest/weekly-contest-204/problems/detect-pattern-of-length-m-repeated-k-or-more-times,0,Detect Pattern of Length M Repeated K or More Times,3
weekly-204,/contest/weekly-contest-204/problems/maximum-length-of-subarray-with-positive-product,1,Maximum Length of Subarray With Positive Product,4
weekly-204,/contest/weekly-contest-204/problems/minimum-number-of-days-to-disconnect-island,2,Minimum Number of Days to Disconnect Island,6
weekly-204,/contest/weekly-contest-204/problems/number-of-ways-to-reorder-array-to-get-same-bst,3,Number of Ways to Reorder Array to Get Same BST,7
weekly-205,/contest/weekly-contest-205/problems/replace-all-s-to-avoid-consecutive-repeating-characters,0,Replace All ?'s to Avoid Consecutive Repeating Characters,3
weekly-205,/contest/weekly-contest-205/problems/number-of-ways-where-square-of-number-is-equal-to-product-of-two-numbers,1,Number of Ways Where Square of Number Is Equal to Product of Two Numbers,5
weekly-205,/contest/weekly-contest-205/problems/minimum-time-to-make-rope-colorful,2,Minimum Time to Make Rope Colorful,5
weekly-205,/contest/weekly-contest-205/problems/remove-max-number-of-edges-to-keep-graph-fully-traversable,3,Remove Max Number of Edges to Keep Graph Fully Traversable,6
weekly-206,/contest/weekly-contest-206/problems/special-positions-in-a-binary-matrix,0,Special Positions in a Binary Matrix,3
weekly-206,/contest/weekly-contest-206/problems/count-unhappy-friends,1,Count Unhappy Friends,4
weekly-206,/contest/weekly-contest-206/problems/min-cost-to-connect-all-points,2,Min Cost to Connect All Points,5
weekly-206,/contest/weekly-contest-206/problems/check-if-string-is-transformable-with-substring-sort-operations,3,Check If String Is Transformable With Substring Sort Operations,6
weekly-207,/contest/weekly-contest-207/problems/rearrange-spaces-between-words,0,Rearrange Spaces Between Words,3
weekly-207,/contest/weekly-contest-207/problems/split-a-string-into-the-max-number-of-unique-substrings,1,Split a String Into the Max Number of Unique Substrings,4
weekly-207,/contest/weekly-contest-207/problems/maximum-non-negative-product-in-a-matrix,2,Maximum Non Negative Product in a Matrix,5
weekly-207,/contest/weekly-contest-207/problems/minimum-cost-to-connect-two-groups-of-points,3,Minimum Cost to Connect Two Groups of Points,6
weekly-208,/contest/weekly-contest-208/problems/crawler-log-folder,0,Crawler Log Folder,3
weekly-208,/contest/weekly-contest-208/problems/maximum-profit-of-operating-a-centennial-wheel,1,Maximum Profit of Operating a Centennial Wheel,4
weekly-208,/contest/weekly-contest-208/problems/throne-inheritance,2,Throne Inheritance,5
weekly-208,/contest/weekly-contest-208/problems/maximum-number-of-achievable-transfer-requests,3,Maximum Number of Achievable Transfer Requests,6
weekly-209,/contest/weekly-contest-209/problems/special-array-with-x-elements-greater-than-or-equal-x,0,Special Array With X Elements Greater Than or Equal X,3
weekly-209,/contest/weekly-contest-209/problems/even-odd-tree,1,Even Odd Tree,4
weekly-209,/contest/weekly-contest-209/problems/maximum-number-of-visible-points,2,Maximum Number of Visible Points,5
weekly-209,/contest/weekly-contest-209/problems/minimum-one-bit-operations-to-make-integers-zero,3,Minimum One Bit Operations to Make Integers Zero,6
weekly-210,/contest/weekly-contest-210/problems/maximum-nesting-depth-of-the-parentheses,0,Maximum Nesting Depth of the Parentheses,3
weekly-210,/contest/weekly-contest-210/problems/maximal-network-rank,1,Maximal Network Rank,4
weekly-210,/contest/weekly-contest-210/problems/split-two-strings-to-make-palindrome,2,Split Two Strings to Make Palindrome,5
weekly-210,/contest/weekly-contest-210/problems/count-subtrees-with-max-distance-between-cities,3,Count Subtrees With Max Distance Between Cities,6
weekly-211,/contest/weekly-contest-211/problems/largest-substring-between-two-equal-characters,0,Largest Substring Between Two Equal Characters,3
weekly-211,/contest/weekly-contest-211/problems/lexicographically-smallest-string-after-applying-operations,1,Lexicographically Smallest String After Applying Operations,4
weekly-211,/contest/weekly-contest-211/problems/best-team-with-no-conflicts,2,Best Team With No Conflicts,5
weekly-211,/contest/weekly-contest-211/problems/graph-connectivity-with-threshold,3,Graph Connectivity With Threshold,6
weekly-212,/contest/weekly-contest-212/problems/slowest-key,0,Slowest Key,3
weekly-212,/contest/weekly-contest-212/problems/arithmetic-subarrays,1,Arithmetic Subarrays,4
weekly-212,/contest/weekly-contest-212/problems/path-with-minimum-effort,2,Path With Minimum Effort,5
weekly-212,/contest/weekly-contest-212/problems/rank-transform-of-a-matrix,3,Rank Transform of a Matrix,7
weekly-213,/contest/weekly-contest-213/problems/check-array-formation-through-concatenation,0,Check Array Formation Through Concatenation,3
weekly-213,/contest/weekly-contest-213/problems/count-sorted-vowel-strings,1,Count Sorted Vowel Strings,4
weekly-213,/contest/weekly-contest-213/problems/furthest-building-you-can-reach,2,Furthest Building You Can Reach,5
weekly-213,/contest/weekly-contest-213/problems/kth-smallest-instructions,3,Kth Smallest Instructions,6
weekly-214,/contest/weekly-contest-214/problems/get-maximum-in-generated-array,0,Get Maximum in Generated Array,3
weekly-214,/contest/weekly-contest-214/problems/minimum-deletions-to-make-character-frequencies-unique,1,Minimum Deletions to Make Character Frequencies Unique,4
weekly-214,/contest/weekly-contest-214/problems/sell-diminishing-valued-colored-balls,2,Sell Diminishing-Valued Colored Balls,5
weekly-214,/contest/weekly-contest-214/problems/create-sorted-array-through-instructions,3,Create Sorted Array through Instructions,6
weekly-215,/contest/weekly-contest-215/problems/design-an-ordered-stream,0,Design an Ordered Stream,3
weekly-215,/contest/weekly-contest-215/problems/determine-if-two-strings-are-close,1,Determine if Two Strings Are Close,4
weekly-215,/contest/weekly-contest-215/problems/minimum-operations-to-reduce-x-to-zero,2,Minimum Operations to Reduce X to Zero,5
weekly-215,/contest/weekly-contest-215/problems/maximize-grid-happiness,3,Maximize Grid Happiness,7
weekly-216,/contest/weekly-contest-216/problems/check-if-two-string-arrays-are-equivalent,0,Check If Two String Arrays are Equivalent,3
weekly-216,/contest/weekly-contest-216/problems/smallest-string-with-a-given-numeric-value,1,Smallest String With A Given Numeric Value,4
weekly-216,/contest/weekly-contest-216/problems/ways-to-make-a-fair-array,2,Ways to Make a Fair Array,5
weekly-216,/contest/weekly-contest-216/problems/minimum-initial-energy-to-finish-tasks,3,Minimum Initial Energy to Finish Tasks,6
weekly-217,/contest/weekly-contest-217/problems/richest-customer-wealth,0,Richest Customer Wealth,3
weekly-217,/contest/weekly-contest-217/problems/find-the-most-competitive-subsequence,1,Find the Most Competitive Subsequence,4
weekly-217,/contest/weekly-contest-217/problems/minimum-moves-to-make-array-complementary,2,Minimum Moves to Make Array Complementary,6
weekly-217,/contest/weekly-contest-217/problems/minimize-deviation-in-array,3,Minimize Deviation in Array,7
weekly-218,/contest/weekly-contest-218/problems/goal-parser-interpretation,0,Goal Parser Interpretation,3
weekly-218,/contest/weekly-contest-218/problems/max-number-of-k-sum-pairs,1,Max Number of K-Sum Pairs,4
weekly-218,/contest/weekly-contest-218/problems/concatenation-of-consecutive-binary-numbers,2,Concatenation of Consecutive Binary Numbers,5
weekly-218,/contest/weekly-contest-218/problems/minimum-incompatibility,3,Minimum Incompatibility,6
weekly-219,/contest/weekly-contest-219/problems/count-of-matches-in-tournament,0,Count of Matches in Tournament,3
weekly-219,/contest/weekly-contest-219/problems/partitioning-into-minimum-number-of-deci-binary-numbers,1,Partitioning Into Minimum Number Of Deci-Binary Numbers,4
weekly-219,/contest/weekly-contest-219/problems/stone-game-vii,2,Stone Game VII,5
weekly-219,/contest/weekly-contest-219/problems/maximum-height-by-stacking-cuboids,3,Maximum Height by Stacking Cuboids ,6
weekly-220,/contest/weekly-contest-220/problems/reformat-phone-number,0,Reformat Phone Number,3
weekly-220,/contest/weekly-contest-220/problems/maximum-erasure-value,1,Maximum Erasure Value,4
weekly-220,/contest/weekly-contest-220/problems/jump-game-vi,2,Jump Game VI,5
weekly-220,/contest/weekly-contest-220/problems/checking-existence-of-edge-length-limited-paths,3,Checking Existence of Edge Length Limited Paths,6
weekly-221,/contest/weekly-contest-221/problems/determine-if-string-halves-are-alike,0,Determine if String Halves Are Alike,3
weekly-221,/contest/weekly-contest-221/problems/maximum-number-of-eaten-apples,1,Maximum Number of Eaten Apples,4
weekly-221,/contest/weekly-contest-221/problems/where-will-the-ball-fall,2,Where Will the Ball Fall,5
weekly-221,/contest/weekly-contest-221/problems/maximum-xor-with-an-element-from-array,3,Maximum XOR With an Element From Array,6
weekly-222,/contest/weekly-contest-222/problems/maximum-units-on-a-truck,0,Maximum Units on a Truck,3
weekly-222,/contest/weekly-contest-222/problems/count-good-meals,1,Count Good Meals,4
weekly-222,/contest/weekly-contest-222/problems/ways-to-split-array-into-three-subarrays,2,Ways to Split Array Into Three Subarrays,5
weekly-222,/contest/weekly-contest-222/problems/minimum-operations-to-make-a-subsequence,3,Minimum Operations to Make a Subsequence,6
weekly-223,/contest/weekly-contest-223/problems/decode-xored-array,0,Decode XORed Array,3
weekly-223,/contest/weekly-contest-223/problems/swapping-nodes-in-a-linked-list,1,Swapping Nodes in a Linked List,4
weekly-223,/contest/weekly-contest-223/problems/minimize-hamming-distance-after-swap-operations,2,Minimize Hamming Distance After Swap Operations,5
weekly-223,/contest/weekly-contest-223/problems/find-minimum-time-to-finish-all-jobs,3,Find Minimum Time to Finish All Jobs,6
weekly-224,/contest/weekly-contest-224/problems/number-of-rectangles-that-can-form-the-largest-square,0,Number Of Rectangles That Can Form The Largest Square,3
weekly-224,/contest/weekly-contest-224/problems/tuple-with-same-product,1,Tuple with Same Product,4
weekly-224,/contest/weekly-contest-224/problems/largest-submatrix-with-rearrangements,2,Largest Submatrix With Rearrangements,5
weekly-224,/contest/weekly-contest-224/problems/cat-and-mouse-ii,3,Cat and Mouse II,7
weekly-225,/contest/weekly-contest-225/problems/latest-time-by-replacing-hidden-digits,0,Latest Time by Replacing Hidden Digits,3
weekly-225,/contest/weekly-contest-225/problems/change-minimum-characters-to-satisfy-one-of-three-conditions,1,Change Minimum Characters to Satisfy One of Three Conditions,4
weekly-225,/contest/weekly-contest-225/problems/find-kth-largest-xor-coordinate-value,2,Find Kth Largest XOR Coordinate Value,5
